"blueWins","blueWardsPlaced","redWardsPlaced","blueWardsDestroyed","redWardsDestroyed","blueFirstBlood","blueTotalMinionsKilled","redTotalMinionsKilled","blueKills","redKills","blueEliteMonsters","redEliteMonsters","blueDragons","redDragons","blueHeralds","redHeralds","blueTotalGold","redTotalGold","blueTotalExperience","redTotalExperience","blueAvgLevel","redAvgLevel","",""
"1","16","15","3","6","1","253","212","8","5","1","0","1","0","0","0","18020","15487","18981","17809","7.2","6.8","",""
"0","10","13","0","1","0","194","246","3","5","0","1","0","1","0","0","14759","16153","17310","17899","6.8","6.8","",""
"0","36","18","0","2","1","186","234","4","8","0","1","0","1","0","0","14521","18934","16346","21417","6.6","7.8","",""
"1","16","16","2","4","1","229","206","6","4","1","1","0","1","1","0","18341","14994","19885","16927","7.2","6.6","",""
"0","14","12","2","0","1","211","188","14","6","0","1","0","1","0","0","19599","15514","19082","16943","7.4","6.8","",""
"0","12","15","3","1","1","210","153","10","4","0","0","0","0","0","0","18019","13438","17440","14648","6.8","6","",""
"0","41","16","3","6","1","190","238","7","7","1","0","1","0","0","0","16491","16038","16774","18519","6.6","7","",""
"1","37","16","4","13","1","242","208","14","7","0","1","0","1","0","0","21699","15926","20734","17091","7.6","6.8","",""
"0","14","13","3","3","0","217","229","5","5","1","1","0","1","1","0","16249","15998","18403","17329","7","7","",""
"0","88","22","3","2","0","210","206","7","7","1","0","1","0","0","0","16476","16141","17474","16743","6.6","6.6","",""
"1","38","15","3","9","1","228","156","7","5","2","0","1","0","1","0","18246","14420","17783","14661","6.8","6.2","",""
"1","21","14","3","10","1","242","258","6","3","2","0","1","0","1","0","16646","15727","18549","18455","7.2","7.2","",""
"1","14","11","1","2","1","222","228","5","2","0","1","0","1","0","0","16568","14418","18389","17914","7","7","",""
"1","16","17","1","0","1","223","214","8","6","1","1","1","0","0","1","18519","16679","18555","18411","7.2","7.2","",""
"0","17","13","2","4","0","228","259","4","6","0","2","0","1","0","1","15498","17451","17805","19659","6.8","7.4","",""
"0","17","25","3","0","0","205","227","4","7","0","1","0","1","0","0","14927","17362","17831","18681","6.8","7.2","",""
"0","40","19","2","17","0","230","234","3","4","0","1","0","1","0","0","15120","16458","17606","18385","6.8","7","",""
"1","23","15","1","3","0","227","241","7","3","1","0","1","0","0","0","17146","15074","19310","16943","7.2","6.8","",""
"0","16","14","1","3","1","229","240","5","10","1","0","0","0","1","0","16141","17775","17238","20082","7","7.6","",""
"1","15","14","4","3","1","220","192","8","4","1","0","1","0","0","0","17798","14678","18795","16331","7.2","6.6","",""
"1","37","9","1","2","0","248","195","4","9","0","1","0","1","0","0","15945","16726","17648","17359","6.8","6.8","",""
"0","14","18","2","5","0","214","237","6","7","0","2","0","1","0","1","16169","16789","17326","19310","6.6","7","",""
"0","18","21","4","1","1","220","241","3","6","0","0","0","0","0","0","15177","16893","17645","20456","6.8","7.4","",""
"1","19","56","2","3","1","235","211","6","0","0","0","0","0","0","0","18307","13280","19628","16234","7.4","6.4","",""
"0","46","16","1","1","0","201","246","7","8","2","0","1","0","1","0","16473","17405","18395","18245","7","7","",""
"1","58","16","1","1","1","211","203","10","2","1","0","1","0","0","0","19483","14068","18561","15570","7","6.4","",""
"0","13","16","2","0","1","185","219","5","12","0","1","0","1","0","0","15230","19062","15161","19076","6.4","7.4","",""
"1","41","17","6","5","0","222","213","7","5","1","0","1","0","0","0","16583","15743","17389","17004","7.2","6.8","",""
"0","16","24","4","6","0","221","247","6","9","1","1","0","1","1","0","16840","17830","18376","20390","7.2","7.4","",""
"1","23","18","3","3","1","214","216","9","7","1","1","0","1","1","0","17836","16867","19027","17473","7.2","6.8","",""
"1","16","76","3","3","1","211","203","16","2","0","2","0","1","0","1","21658","15245","20318","16366","7.6","6.4","",""
"1","11","11","1","1","0","193","142","14","9","0","0","0","0","0","0","19170","16108","18219","15447","7","6.2","",""
"1","21","17","2","5","1","230","195","9","6","0","2","0","1","0","1","18229","15464","18093","16686","6.8","6.6","",""
"1","27","15","2","4","0","235","186","6","4","0","0","0","0","0","0","17591","14383","18925","15640","7.2","6.2","",""
"0","20","19","5","4","1","172","254","4","5","0","0","0","0","0","0","15067","16708","17232","18842","6.8","7.4","",""
"0","18","17","3","3","0","224","200","2","12","0","1","0","1","0","0","13844","19005","15601","19700","6.6","7.2","",""
"0","17","15","1","3","1","226","244","3","5","0","1","0","1","0","0","15699","16606","17479","19129","6.8","7.4","",""
"1","14","15","1","2","0","242","245","6","6","0","0","0","0","0","0","17077","17239","19128","18951","7","7","",""
"1","26","16","4","3","0","205","230","5","10","0","1","0","1","0","0","15710","19441","16731","18189","6.6","7.2","",""
"1","17","18","1","0","1","229","194","5","4","0","1","0","1","0","0","16450","14679","18801","16955","7","6.6","",""
"0","15","9","2","2","0","234","203","3","5","0","0","0","0","0","0","16228","15876","18476","17837","6.8","7","",""
"0","16","19","2","2","1","255","206","6","4","1","0","1","0","0","0","16803","15614","18812","17661","7","7.2","",""
"0","14","15","3","1","1","249","248","2","5","1","0","1","0","0","0","15462","16638","17729","19228","7","7.2","",""
"1","43","15","4","4","1","210","209","4","3","1","0","0","0","1","0","16233","14829","17972","16686","6.8","6.8","",""
"1","16","17","1","3","1","202","230","7","17","1","1","0","1","1","0","16239","21115","16109","19590","6.4","7.2","",""
"0","50","17","2","3","1","223","204","4","4","0","1","0","1","0","0","15514","15265","16759","16577","6.6","6.6","",""
"0","39","11","6","2","1","218","185","9","6","0","1","0","1","0","0","18466","16246","19801","17501","7.6","7","",""
"0","38","16","2","19","1","259","189","4","4","1","0","1","0","0","0","16907","15348","18996","18182","7.2","6.8","",""
"1","13","47","2","0","1","195","173","11","7","0","1","0","0","0","1","17662","15989","18294","17758","7.2","7","",""
"0","13","30","1","1","0","199","220","4","12","0","1","0","1","0","0","14738","19523","16575","19892","6.6","7.2","",""
"0","17","17","2","3","0","206","224","7","11","1","0","1","0","0","0","16225","18688","17213","19376","6.6","7.4","",""
"1","18","16","1","2","1","264","182","7","1","0","1","0","1","0","0","18486","13327","20095","15179","7.4","6.4","",""
"0","38","14","3","6","0","220","274","2","9","0","0","0","0","0","0","14597","18402","17317","19876","6.8","7.4","",""
"1","21","12","2","1","1","250","202","6","2","0","0","0","0","0","0","16818","14544","19595","16901","7.2","6.8","",""
"0","17","13","1","1","0","201","250","2","11","0","1","0","0","0","1","13714","18843","16890","19945","6.6","7.2","",""
"1","19","16","3","4","0","225","230","6","4","1","1","1","0","0","1","17946","15548","18589","17016","7.2","6.6","",""
"0","19","16","1","3","0","215","183","6","5","1","1","0","1","1","0","16141","15653","19201","16852","7.4","6.6","",""
"0","16","14","1","1","0","215","205","7","11","0","1","0","1","0","0","17151","19640","17131","19186","6.8","7.2","",""
"1","42","19","4","4","1","222","207","9","10","0","1","0","1","0","0","18483","18213","18474","19162","7","7.2","",""
"1","21","42","6","4","1","235","238","3","1","2","0","1","0","1","0","15530","14311","17715","17483","6.8","6.8","",""
"0","12","34","1","2","0","206","218","7","5","1","0","1","0","0","0","15900","16335","18137","19097","7","7","",""
"1","13","15","2","1","1","245","194","7","0","2","0","1","0","1","0","17520","13292","19639","16759","7.2","6.6","",""
"0","13","40","3","2","1","246","203","5","4","0","2","0","1","0","1","15933","15468","18047","17415","7.2","6.8","",""
"0","19","36","4","6","1","236","239","6","9","0","0","0","0","0","0","16369","18042","18174","19395","7","7.4","",""
"1","16","17","3","4","0","245","229","0","5","0","1","0","1","0","0","14422","16145","17039","17584","6.6","6.8","",""
"0","17","21","3","3","0","194","267","1","9","0","2","0","1","0","1","13570","20148","15620","20427","6.2","7.2","",""
"0","14","43","3","3","0","244","256","4","7","0","2","0","1","0","1","15706","17698","17720","19308","7","7.2","",""
"1","17","39","6","5","0","231","218","9","9","0","1","0","1","0","0","17898","18011","18398","18514","7","7.2","",""
"0","16","14","1","2","0","210","226","3","8","0","1","0","1","0","0","14397","17914","16267","19641","6.6","7.2","",""
"1","12","19","6","2","0","245","200","5","3","1","1","0","1","1","0","17227","14645","18492","15837","7","6.2","",""
"0","15","17","3","3","0","218","219","6","4","1","0","1","0","0","0","16080","15547","17928","16741","7","6.6","",""
"0","17","21","4","3","1","230","178","4","7","1","0","1","0","0","0","15346","16319","16812","17824","6.6","6.8","",""
"0","24","17","2","4","0","205","221","2","8","1","0","0","0","1","0","13853","17503","14781","17900","6.2","7.2","",""
"0","12","17","5","2","1","198","223","2","6","0","1","0","1","0","0","14417","16347","16652","18695","6.6","7.2","",""
"1","40","13","2","5","1","196","164","13","6","0","0","0","0","0","0","18676","15488","18018","15729","7","6.4","",""
"0","28","13","1","2","1","195","240","10","4","0","0","0","0","0","0","18858","16184","18627","16997","7","6.4","",""
"1","17","10","1","2","1","248","218","10","3","1","1","1","0","0","1","18463","15461","19599","17474","7.4","6.8","",""
"0","17","19","2","5","1","181","230","5","7","0","1","0","1","0","0","15286","17222","16864","17510","6.6","7","",""
"0","16","13","2","2","1","206","233","6","10","1","0","1","0","0","0","17088","19683","18472","19046","6.8","7.4","",""
"0","14","38","3","3","1","184","240","3","10","0","0","0","0","0","0","14674","19766","15727","19923","6.4","7.4","",""
"1","14","31","1","2","0","201","203","9","8","0","0","0","0","0","0","16676","17654","18316","19392","7.2","7.4","",""
"0","27","18","5","6","1","241","231","6","3","2","0","1","0","1","0","16843","15246","19160","17543","7.2","6.8","",""
"1","15","51","5","3","1","207","155","8","4","1","0","1","0","0","0","17640","13605","18174","14863","7","6","",""
"0","18","18","4","2","1","182","183","7","7","1","1","0","1","1","0","16517","16044","16968","16522","6.6","6.6","",""
"1","16","16","3","1","1","205","179","9","1","1","1","0","1","1","0","18626","13178","19683","15264","7.4","6.4","",""
"1","17","13","5","3","1","218","147","16","5","1","0","1","0","0","0","20996","14520","19123","14862","7.2","6.2","",""
"1","14","23","2","0","0","220","204","5","3","0","2","0","1","0","1","16595","15011","19727","17278","7.2","6.8","",""
"0","18","39","3","6","0","239","240","6","8","1","1","0","1","1","0","16561","18198","18103","18989","7","7.2","",""
"0","13","19","1","3","0","223","260","4","8","0","2","0","1","0","1","15676","18152","19519","19913","7.2","7.4","",""
"1","19","14","2","4","0","209","212","7","5","1","0","1","0","0","0","16847","16342","17670","18687","7","7.2","",""
"1","17","26","6","2","0","205","172","4","5","0","1","0","1","0","0","14837","15413","17198","18516","6.8","7.2","",""
"0","15","14","2","8","0","229","243","4","7","0","1","0","1","0","0","15624","17271","18203","20069","6.8","7.4","",""
"0","19","26","2","4","0","222","254","3","5","1","1","1","0","0","1","14587","16982","16414","18628","6.8","7","",""
"0","19","18","4","3","1","232","230","4","7","1","1","0","1","1","0","15904","16971","16786","18384","6.6","7","",""
"0","13","13","3","3","0","230","224","0","5","1","0","0","0","1","0","14103","16080","17162","17862","6.6","7","",""
"1","16","19","5","3","1","216","208","7","2","1","0","1","0","0","0","16685","14379","18048","16389","7","6.6","",""
"1","19","19","6","3","0","234","231","5","5","1","0","1","0","0","0","16501","16135","18178","18094","6.8","6.8","",""
"0","18","16","4","6","1","248","245","4","4","1","1","0","1","1","0","15694","15127","17103","18121","6.6","7","",""
"1","15","36","2","3","0","247","221","7","6","1","0","1","0","0","0","16544","16272","18907","17422","7","7","",""
"0","18","16","3","2","1","225","219","11","8","0","1","0","0","0","1","18923","17179","18843","18389","7","7","",""
"0","15","15","3","3","1","226","233","3","7","0","0","0","0","0","0","14756","16931","16229","18615","6.6","7.2","",""
"1","19","13","0","3","0","186","264","4","14","1","1","0","1","1","0","14450","20426","15560","20179","6.4","7.4","",""
"1","18","39","4","2","1","229","242","3","3","0","1","0","1","0","0","15332","14973","17832","18218","7","7","",""
"0","53","18","2","2","0","210","244","2","4","0","0","0","0","0","0","14026","16504","17348","18606","6.8","7.2","",""
"0","14","14","3","3","1","220","210","7","6","0","0","0","0","0","0","16835","16135","18378","17564","7","7","",""
"1","36","11","2","1","1","241","243","7","5","0","0","0","0","0","0","17301","16094","20766","18522","7.8","7","",""
"1","16","14","1","3","0","219","227","6","7","0","2","0","1","0","1","16489","17081","17951","18174","7.2","7","",""
"1","21","14","1","2","1","227","199","8","7","0","0","0","0","0","0","17212","16528","17919","17752","7","6.8","",""
"0","13","15","3","1","1","176","246","5","9","2","0","1","0","1","0","15090","18774","15998","19133","6.6","7","",""
"0","12","12","1","1","0","219","236","2","4","0","0","0","0","0","0","14319","15591","16364","18699","6.6","7.2","",""
"1","16","15","2","2","0","237","210","5","4","0","0","0","0","0","0","16721","14933","18046","15622","7","6.4","",""
"0","15","14","2","4","1","235","234","4","12","0","1","0","1","0","0","15089","20381","17098","21102","6.6","7.6","",""
"1","15","16","2","3","1","202","200","4","7","0","1","0","1","0","0","15662","15792","17214","17838","6.8","6.8","",""
"0","18","17","1","2","0","206","227","5","9","0","1","0","1","0","0","15463","18254","16939","19185","6.6","7.4","",""
"0","11","14","0","1","1","216","221","7","12","0","1","0","0","0","1","16880","19005","17307","20422","7","7.4","",""
"1","13","15","1","0","0","216","248","5","2","2","0","1","0","1","0","15216","15317","18894","19450","7.2","7.2","",""
"1","18","11","2","2","1","209","205","10","7","0","0","0","0","0","0","17674","16405","18595","17807","7","7","",""
"0","18","44","3","3","1","231","217","5","6","1","0","1","0","0","0","16533","16282","17396","17736","6.6","7","",""
"1","17","15","1","0","0","225","239","4","12","0","2","0","1","0","1","15716","19162","16980","20797","6.8","7.8","",""
"1","31","18","5","5","1","261","188","6","4","0","1","0","0","0","1","17631","14828","18398","15927","7","6.6","",""
"0","14","15","2","2","0","213","230","3","5","0","1","0","1","0","0","15148","16564","18263","18200","7","7","",""
"0","130","21","5","2","0","186","246","3","7","0","1","0","1","0","0","14649","17237","17099","17983","6.8","7","",""
"0","15","18","7","4","0","238","254","6","7","1","1","1","0","0","1","16517","16926","16913","19011","6.8","7","",""
"1","15","11","1","3","0","211","195","9","9","0","0","0","0","0","0","18026","17132","18214","17575","7","6.8","",""
"0","30","13","4","4","1","214","231","7","10","0","0","0","0","0","0","16399","18376","18258","19202","7","7.2","",""
"1","22","17","3","4","1","186","219","13","5","1","1","0","1","1","0","18959","16643","18151","16853","6.8","6.6","",""
"0","53","14","1","3","0","172","242","2","6","0","1","0","0","0","1","13888","17108","15518","19612","6.4","7.4","",""
"1","13","14","2","1","0","236","214","3","3","1","0","1","0","0","0","15188","15136","17748","16712","7","6.6","",""
"0","11","16","1","1","0","210","211","2","4","0","0","0","0","0","0","14395","15781","17060","17395","6.6","6.8","",""
"0","51","39","5","2","1","202","205","8","5","0","1","0","0","0","1","17663","15721","18440","17550","6.8","6.8","",""
"1","14","13","1","0","1","216","202","9","5","1","1","0","1","1","0","18348","15237","19545","16806","7.2","6.8","",""
"1","19","15","4","6","0","197","236","2","5","0","1","0","1","0","0","13337","17764","15472","18771","6.4","7.2","",""
"1","55","18","4","1","1","207","217","8","4","0","1","0","0","0","1","17064","15881","18586","17550","7","7","",""
"1","17","12","4","2","1","237","199","13","1","2","0","1","0","1","0","18595","13359","21025","15478","7.6","6.6","",""
"0","15","33","4","3","0","228","239","2","4","0","0","0","0","0","0","15096","16011","17840","18875","7","7.2","",""
"1","43","11","1","3","0","247","186","8","4","0","0","0","0","0","0","17743","15236","20843","17407","7.6","6.8","",""
"1","14","13","0","2","1","219","226","7","8","0","2","0","1","0","1","17088","17876","18459","18308","7.2","7.2","",""
"1","17","19","2","1","0","248","191","8","3","1","0","1","0","0","0","17810","13944","19743","16247","7.6","6.4","",""
"1","14","18","2","2","0","231","199","0","3","0","0","0","0","0","0","13954","14890","17057","17681","6.8","7","",""
"1","15","15","0","2","1","244","192","5","5","0","1","0","1","0","0","16300","15345","19402","17569","7.2","7","",""
"0","17","16","3","2","0","224","204","5","9","1","0","0","0","1","0","16096","16677","17359","17213","7","6.8","",""
"0","16","15","3","2","1","220","220","5","10","1","1","1","0","0","1","16331","19145","16667","19290","6.6","7","",""
"1","26","17","3","2","1","257","233","5","2","2","0","1","0","1","0","16515","14548","18870","17802","7.2","7","",""
"1","16","15","1","2","0","264","248","5","3","1","0","1","0","0","0","16860","15615","18682","17996","7","7","",""
"1","18","19","3","5","1","212","245","8","6","0","1","0","1","0","0","16870","16041","16180","17109","6.6","6.6","",""
"1","144","10","3","3","0","242","242","4","4","0","0","0","0","0","0","17001","16242","19717","19250","7.2","7.2","",""
"0","17","18","3","4","1","223","226","2","0","0","0","0","0","0","0","14112","14286","16664","16699","6.6","6.6","",""
"0","14","17","4","2","0","266","228","2","6","1","0","1","0","0","0","15300","16278","18001","18850","7","7","",""
"1","16","14","0","1","1","192","217","12","7","1","0","1","0","0","0","19276","17475","19221","17003","7.2","6.8","",""
"0","39","22","4","5","1","220","235","4","7","0","1","0","1","0","0","15766","17356","16789","17569","6.6","6.8","",""
"0","15","18","2","3","1","187","241","5","6","0","1","0","1","0","0","15292","17097","18345","18849","7","7","",""
"0","19","18","2","6","1","203","226","2","5","0","1","0","1","0","0","14321","15617","16217","16599","6.4","6.6","",""
"0","16","51","6","4","1","220","237","6","9","0","2","0","1","0","1","16492","19339","17944","19299","6.8","7.4","",""
"1","14","16","7","2","1","222","208","8","6","1","1","1","0","0","1","17357","16326","18244","17415","7","6.8","",""
"1","36","15","3","2","1","215","215","5","4","0","0","0","0","0","0","17519","15566","17307","17172","6.8","6.6","",""
"1","14","21","4","4","1","245","206","4","4","0","1","0","1","0","0","16139","15449","17770","17326","6.8","6.8","",""
"0","30","16","1","1","0","201","221","7","10","1","0","1","0","0","0","17088","17881","18568","17962","7","7","",""
"1","16","14","1","1","0","180","199","6","3","1","0","1","0","0","0","15609","14948","18083","17348","6.8","6.6","",""
"0","14","19","1","4","1","225","237","8","4","1","1","0","1","1","0","18913","15673","19182","17395","7.4","6.8","",""
"1","14","39","3","0","0","241","197","9","6","1","0","1","0","0","0","18054","16195","18465","17194","7.2","6.8","",""
"1","16","13","2","2","0","214","199","6","3","1","0","1","0","0","0","15690","14787","17299","16189","6.8","6.8","",""
"0","13","15","3","1","1","226","209","4","4","0","1","0","1","0","0","16003","15650","17739","17899","6.8","6.8","",""
"1","16","37","2","4","0","202","165","9","9","0","0","0","0","0","0","18181","16661","17078","15968","6.6","6.6","",""
"0","40","18","3","5","0","221","223","5","6","0","1","0","1","0","0","15628","16251","17683","17722","7","6.8","",""
"1","29","12","1","3","1","211","199","11","5","1","0","1","0","0","0","18093","16068","17986","18446","6.8","6.8","",""
"1","12","18","4","3","0","215","246","4","4","1","1","0","1","1","0","15607","15922","18678","17960","7","6.8","",""
"1","15","11","4","1","1","218","255","3","5","1","0","1","0","0","0","15164","16756","17404","19603","6.8","7.2","",""
"0","19","16","4","5","0","238","213","9","8","0","0","0","0","0","0","18090","17354","18948","19297","7","7.4","",""
"1","14","14","3","2","1","240","206","6","1","1","0","1","0","0","0","17001","13845","18549","16928","7","6.8","",""
"1","23","20","5","2","1","213","229","5","2","0","0","0","0","0","0","15904","14819","17670","18226","7","6.8","",""
"1","24","16","8","4","0","239","183","11","4","1","1","0","1","1","0","18215","14543","19165","14433","7.2","6.2","",""
"1","16","17","3","3","0","216","215","5","6","0","2","0","1","0","1","16177","16303","18401","17938","7","6.6","",""
"0","16","59","5","3","0","206","201","5","9","1","1","1","0","0","1","17087","18075","17225","18546","6.8","7.2","",""
"1","14","40","3","4","1","224","233","6","5","1","1","0","1","1","0","16594","16128","18973","18040","7","7","",""
"0","37","44","3","1","1","241","217","2","4","0","1","0","1","0","0","15101","16544","18673","18942","7","7","",""
"1","23","43","4","2","0","209","179","5","5","1","0","1","0","0","0","15787","14954","17255","16872","6.8","6.6","",""
"1","19","17","3","2","1","255","252","4","5","1","0","1","0","0","0","15936","16125","18164","18873","7","7.4","",""
"0","16","15","3","1","0","234","240","3","4","0","2","0","1","0","1","15608","15841","18584","18564","7.2","7.2","",""
"1","11","18","2","3","1","226","223","7","8","0","1","0","1","0","0","17226","17419","19315","18767","7","7.2","",""
"0","16","37","1","1","0","198","230","8","9","0","1","0","1","0","0","16972","18804","19143","19529","7.2","7.4","",""
"1","9","18","5","0","0","224","194","6","6","1","0","0","0","1","0","16421","15460","19037","18188","7.4","7","",""
"0","14","14","0","3","0","255","247","2","3","1","1","0","1","1","0","16664","15617","18036","18179","6.8","7","",""
"0","14","16","2","4","0","186","246","4","12","0","1","0","1","0","0","14920","20920","17398","21254","6.8","7.6","",""
"0","144","15","2","2","0","248","173","9","5","1","0","1","0","0","0","18227","15191","19733","16482","7.4","6.6","",""
"1","19","15","4","3","1","177","182","16","4","0","1","0","1","0","0","19885","14463","18684","15425","7","6.4","",""
"0","15","17","1","3","0","180","227","7","11","0","1","0","1","0","0","15225","18455","16334","19577","6.4","7.2","",""
"0","14","15","4","3","0","217","225","3","7","1","0","1","0","0","0","15070","17762","18012","19163","6.8","7.6","",""
"0","14","15","4","1","0","232","197","6","8","1","0","1","0","0","0","16425","16761","18433","18557","7","7.2","",""
"1","17","12","1","6","1","233","235","7","5","0","1","0","1","0","0","17168","16079","17989","17793","7","6.8","",""
"1","83","15","3","2","0","209","219","9","8","1","0","1","0","0","0","17822","18597","18329","17642","7","6.6","",""
"0","16","43","2","4","0","208","226","1","8","0","1","0","1","0","0","14055","18386","16334","18922","6.6","7.2","",""
"0","16","12","2","1","0","208","215","5","7","1","0","1","0","0","0","16213","17129","17532","17049","6.6","7","",""
"0","13","36","1","4","0","202","214","6","12","0","1","0","1","0","0","16337","18866","16985","19076","7","7.2","",""
"0","18","16","1","1","1","234","250","2","2","1","1","0","1","1","0","15736","15031","18218","18426","7","7","",""
"1","14","20","5","3","0","242","185","4","4","1","1","0","1","1","0","16790","14976","18508","17889","6.8","6.8","",""
"0","23","17","6","7","1","230","248","3","5","1","0","1","0","0","0","16091","17144","17434","18797","6.6","7","",""
"0","14","17","2","4","0","210","219","2","9","0","2","0","1","0","1","14433","18828","15908","19994","6.4","7.4","",""
"1","12","12","3","2","1","237","203","7","2","0","1","0","1","0","0","17389","14260","18966","17550","7","6.8","",""
"0","15","14","1","4","0","205","224","2","9","1","1","0","1","1","0","14475","19141","16283","19369","6.6","7.2","",""
"0","37","43","3","3","0","264","212","1","3","1","0","0","0","1","0","15373","14774","18233","17479","7","6.8","",""
"0","11","14","0","0","0","202","196","3","7","0","1","0","1","0","0","14381","16909","16919","17912","6.6","6.8","",""
"1","12","15","2","1","1","248","217","8","7","0","1","0","1","0","0","17975","16692","18967","18449","7.2","7","",""
"1","19","15","4","1","1","231","191","7","2","1","0","1","0","0","0","17459","14530","19021","17725","7.2","7","",""
"1","14","16","2","1","1","232","204","6","7","1","0","0","0","1","0","19056","16418","19650","17227","7.4","6.8","",""
"0","17","15","4","3","0","199","248","2","8","0","2","0","1","0","1","14117","18275","16799","20251","6.6","7.4","",""
"0","17","12","1","1","1","227","204","6","7","1","0","0","0","1","0","17191","17546","17872","19647","6.8","7.2","",""
"1","15","13","1","2","1","216","185","9","4","1","0","1","0","0","0","18585","15424","18660","16581","7.2","6.8","",""
"1","17","12","2","2","1","224","213","11","4","2","0","1","0","1","0","18271","15396","20332","17154","7.2","6.8","",""
"1","13","13","1","2","1","218","176","8","5","0","1","0","1","0","0","17953","14590","18196","15199","6.8","6.4","",""
"0","24","19","6","1","1","184","230","6","4","1","1","1","0","0","1","15645","15639","17261","16238","6.8","6.6","",""
"0","14","11","1","3","0","241","222","1","4","0","0","0","0","0","0","14588","17162","17460","17864","6.8","6.8","",""
"1","16","16","2","4","0","260","238","4","5","0","2","0","1","0","1","16152","16580","17881","18313","7","7.2","",""
"1","16","17","1","3","1","212","246","8","2","1","0","1","0","0","0","17030","15164","18285","18205","6.8","7.2","",""
"1","122","13","2","4","1","215","183","15","10","1","0","0","0","1","0","19204","17302","20520","17150","7.6","6.8","",""
"0","26","16","3","7","0","218","220","4","5","0","1","0","1","0","0","14925","16300","18636","19486","7","7.6","",""
"1","18","19","2","3","0","222","222","8","3","2","0","1","0","1","0","17561","14976","19417","16127","7.2","6.4","",""
"0","15","29","9","9","0","211","235","4","8","0","2","0","1","0","1","15049","17402","16534","18584","6.6","7","",""
"0","12","13","3","1","1","233","247","3","4","1","0","1","0","0","0","15523","15802","18159","18570","7","7.2","",""
"0","13","17","1","0","0","227","216","2","11","0","2","0","1","0","1","14910","17827","16907","19713","6.8","7","",""
"0","13","30","1","4","1","200","201","5","14","0","1","0","1","0","0","15787","19570","15849","19149","6.6","7.2","",""
"0","12","17","3","2","0","264","219","5","5","0","2","0","1","0","1","16840","16943","19282","18423","7.2","7","",""
"1","26","15","5","2","0","240","260","2","2","1","0","1","0","0","0","14541","15886","18354","18975","6.8","7.2","",""
"1","17","16","0","4","1","193","208","6","8","0","1","0","1","0","0","16273","17388","17751","18634","7","7.2","",""
"0","26","15","3","4","0","222","235","2","5","0","1","0","1","0","0","14531","16242","16999","19182","6.8","7.2","",""
"1","46","15","5","0","1","229","213","9","5","0","0","0","0","0","0","17413","16192","17940","18112","7","7","",""
"0","32","18","7","1","0","246","228","3","9","0","1","0","1","0","0","15622","18083","17546","19172","6.8","7.2","",""
"0","9","16","2","2","1","198","189","10","10","2","0","1","0","1","0","19556","17456","18530","16974","7.2","6.8","",""
"0","17","14","2","2","1","213","158","6","7","0","1","0","0","0","1","16797","15974","18636","15955","7","6.4","",""
"0","15","19","4","3","0","225","200","5","7","1","1","0","1","1","0","15735","16223","17073","17310","6.6","6.8","",""
"1","23","16","1","1","1","206","212","13","7","1","0","1","0","0","0","18570","16477","19063","16912","7.2","6.6","",""
"1","16","15","3","1","1","227","223","8","3","0","1","0","1","0","0","17849","14485","18536","16124","7","6.4","",""
"1","18","18","3","3","1","232","198","11","6","1","0","1","0","0","0","19364","16008","19292","17035","7.4","6.8","",""
"1","14","14","2","1","0","226","225","9","4","0","1","0","1","0","0","17047","15055","19134","16586","7.2","6.6","",""
"0","16","19","6","4","1","237","230","5","9","0","1","0","0","0","1","16105","17303","17701","18534","7","7.2","",""
"0","14","12","2","1","0","222","231","5","9","0","1","0","1","0","0","15611","18026","17672","19764","7","7.2","",""
"1","12","24","0","0","1","231","225","12","6","0","0","0","0","0","0","18766","16501","20059","17403","7.2","6.8","",""
"1","17","107","2","2","1","231","223","7","4","1","1","1","0","0","1","17590","14882","19299","17393","7.2","6.6","",""
"0","19","56","1","7","1","192","205","6","10","1","1","0","1","1","0","15222","17780","16160","19038","6.4","7.2","",""
"0","19","15","3","5","0","239","244","3","4","0","1","0","0","0","1","15537","15831","18116","18647","7.2","7.2","",""
"1","15","16","3","1","1","244","221","10","5","1","0","1","0","0","0","19265","14573","20085","16441","7.4","6.6","",""
"0","21","18","3","2","0","237","246","2","3","1","0","1","0","0","0","14746","15968","17859","18674","7","7.2","",""
"1","14","16","3","1","0","227","224","4","7","1","0","1","0","0","0","15261","16368","15935","18829","6.8","7.2","",""
"0","17","15","1","2","0","191","226","2","6","0","1","0","1","0","0","13465","16644","15462","16399","6.2","6.6","",""
"1","10","81","1","1","1","230","169","16","5","1","1","0","1","1","0","20310","14745","20225","15158","7.4","6.2","",""
"1","15","18","1","2","1","227","231","7","4","0","1","0","1","0","0","17527","15664","18186","17722","7","7","",""
"0","16","15","3","3","1","183","236","7","13","0","1","0","0","0","1","15061","19240","15124","19655","6.2","7.2","",""
"1","48","11","1","0","1","213","214","7","9","1","0","1","0","0","0","16765","17688","18366","18595","7.2","7","",""
"0","14","36","2","2","0","200","227","4","7","0","0","0","0","0","0","15018","16928","17474","19255","6.6","7.2","",""
"1","33","12","3","0","1","225","187","9","3","0","1","0","0","0","1","18205","14144","19871","16685","7.4","6.6","",""
"1","13","15","0","1","1","187","230","5","3","0","1","0","1","0","0","15284","15764","16690","17297","6.6","6.6","",""
"0","21","37","4","5","1","202","229","3","6","1","0","1","0","0","0","15026","17269","16386","20053","6.4","7.6","",""
